PdfType: replica
Format: lhagrid1
---
   5.0000000000000003E-002   5.2145189072319777E-002   5.4382414867759570E-002   5.6715626109773133E-002   5.9148940936982322E-002   6.1686654171728375E-002   6.4333244900471584E-002   6.7093384379418863E-002   6.9971944279332468E-002   7.2974005284072316E-002   7.6104866058048268E-002   7.9370052598409971E-002   8.2775327988481084E-002   8.6326702569652580E-002   9.0030444549688948E-002   9.3893091066170650E-002   9.7921459724600146E-002  0.10212266063153641       0.10650410894399627       0.11107353795727258       0.11583901275426933       0.12080894444044475       0.12599210498948732       0.13139764272592760       0.13703509847201240       0.14291442238734089       0.14904599153098524       0.15544062817709192       0.16210961891629233       0.16906473457663540       0.17631825099920426       0.18388297070508486       0.19177224549192975       0.19999999999999998       0.20858075628927911       0.21752965947103828       0.22686250443909253       0.23659576374792934       0.24674661668691344       0.25733297960188634       0.26837353751767545       0.27988777711732987       0.29189602113628926       0.30441946423219313       0.31748021039363988       0.33110131195392434       0.34530681027861032       0.36012177819875579       0.37557236426468260       0.39168583889840058       0.40000000000000002       0.41224489795918368       0.42448979591836739       0.43673469387755104       0.44897959183673469       0.46122448979591840       0.47346938775510206       0.48571428571428571       0.49795918367346942       0.51020408163265307       0.52244897959183678       0.53469387755102038       0.54693877551020409       0.55918367346938780       0.57142857142857140       0.58367346938775511       0.59591836734693882       0.60816326530612241       0.62040816326530612       0.63265306122448983       0.64489795918367343       0.65714285714285714       0.66938775510204085       0.68163265306122445       0.69387755102040816       0.70612244897959187       0.71836734693877546       0.73061224489795917       0.74285714285714288       0.75510204081632648       0.76734693877551030       0.77959183673469390       0.79183673469387750       0.80408163265306121       0.81632653061224492       0.82857142857142851       0.84081632653061233       0.85306122448979593       0.86530612244897953       0.87755102040816324       0.88979591836734695       0.90204081632653066       0.91428571428571426       0.92653061224489797       0.93877551020408168       0.95102040816326527       0.96326530612244898       0.97551020408163258       0.98775510204081629        1.0000000000000000     
   1.0000000000500000        1.0472942126187863        1.0985159453363322        1.1540783223511668        1.2144468154985637        1.2801469502274343        1.3517732986876558        1.4299999999999997     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  1.1030000E-01  6.3049998E-02  6.3099998E-02  1.6450000E-01  6.1190000E-01  6.1055000E-01  1.1030000E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3562661E-01  8.7237639E-02  8.7266930E-02  2.1772109E-01  6.3345765E-01  6.3208694E-01  1.3562661E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6179745E-01  1.1223154E-01  1.1223943E-01  2.7271622E-01  6.5573389E-01  6.5434178E-01  1.6179745E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8859241E-01  1.3789627E-01  1.3789627E-01  3.2860748E-01  6.7862111E-01  6.7725592E-01  1.8859241E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.1613816E-01  1.6432341E-01  1.6432341E-01  3.8582433E-01  7.0219580E-01  7.0088654E-01  2.1613816E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  4.2481931E-02  2.4268147E-01  1.8991065E-01  1.8996262E-01  4.3914169E-01  7.2505880E-01  7.2368952E-01  2.4268147E-01  4.2481931E-02  0.0000000E+00
 0.0000000E+00  9.4758089E-02  2.6973079E-01  2.1601143E-01  2.1612734E-01  4.9309112E-01  7.4838857E-01  7.4693402E-01  2.6973079E-01  9.4758089E-02  0.0000000E+00
 0.0000000E+00  1.4877679E-01  2.9768175E-01  2.4298223E-01  2.4316422E-01  5.4883885E-01  7.7249600E-01  7.7095335E-01  2.9768175E-01  1.4877679E-01  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1887410E-01  6.8622851E-02  6.8651341E-02  1.8187830E-01  6.1731840E-01  6.1594509E-01  1.1887410E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4447774E-01  9.3096304E-02  9.3113089E-02  2.3539210E-01  6.3885677E-01  6.3747156E-01  1.4447774E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7093483E-01  1.1838554E-01  1.1839023E-01  2.9068971E-01  6.6111309E-01  6.5971559E-01  1.7093483E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9784945E-01  1.4418842E-01  1.4419228E-01  3.4648235E-01  6.8384697E-01  6.8246855E-01  1.9784945E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.2541783E-01  1.7066251E-01  1.7067221E-01  4.0336148E-01  7.0718703E-01  7.0584658E-01  2.2541783E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  4.4853212E-02  2.5177234E-01  1.9608399E-01  1.9614253E-01  4.5587030E-01  7.2963214E-01  7.2823283E-01  2.5177234E-01  4.4853212E-02  0.0000000E+00
 0.0000000E+00  1.0004735E-01  2.7858472E-01  2.2197121E-01  2.2208869E-01  5.0889359E-01  7.5249548E-01  7.5101601E-01  2.7858472E-01  1.0004735E-01  0.0000000E+00
 0.0000000E+00  1.5708130E-01  3.0629085E-01  2.4872135E-01  2.4889971E-01  5.6368433E-01  7.7612093E-01  7.7455863E-01  3.0629085E-01  1.5708130E-01  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2742589E-01  7.4159562E-02  7.4161439E-02  1.9886505E-01  6.2265850E-01  6.2126113E-01  1.2742589E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5332578E-01  9.8934408E-02  9.8935030E-02  2.5272612E-01  6.4418157E-01  6.4278390E-01  1.5332578E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8008900E-01  1.2453508E-01  1.2453441E-01  3.0838257E-01  6.6642207E-01  6.6502410E-01  1.8008900E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0713337E-01  1.5048330E-01  1.5049114E-01  3.6411917E-01  6.8900000E-01  6.8761140E-01  2.0713337E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.3472882E-01  1.7700636E-01  1.7702863E-01  4.2069557E-01  7.1209886E-01  7.1072551E-01  2.3472882E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  4.7111169E-02  2.6088711E-01  2.0225172E-01  2.0232205E-01  4.7241354E-01  7.3410764E-01  7.3267340E-01  2.6088711E-01  4.7111169E-02  0.0000000E+00
 0.0000000E+00  1.0508384E-01  2.8745250E-01  2.2791224E-01  2.2803878E-01  5.2452535E-01  7.5648321E-01  7.5497095E-01  2.8745250E-01  1.0508384E-01  0.0000000E+00
 0.0000000E+00  1.6498893E-01  3.1490341E-01  2.5442812E-01  2.5461274E-01  5.7837423E-01  7.7960464E-01  7.7801174E-01  3.1490341E-01  1.6498893E-01  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3651735E-01  8.0119888E-02  8.0106388E-02  2.1698153E-01  6.2741996E-01  6.2600121E-01  1.3651735E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6263618E-01  1.0513117E-01  1.0512393E-01  2.7097371E-01  6.4887281E-01  6.4745898E-01  1.6263618E-01  0.0000000E+00  0.0000000E+00
